sentence,id,article_id,valence,arousal,is_annotated,is_miscellaneous,is_drafted,rank_idx,draft_time
It not immediately clear if the contract announced Wednesday would encompass those upgrades.,19973,4107,0.51,0.38,True,False,True,415,2022-07-19T16:17:19.8300370
"Production will begin in 2018 at Navistar's plant in Springfield, Ohio.",20053,4140,0.63,0.45,True,False,True,310,2022-06-24T13:24:30.8987920
"Bank of America's thirdquarter trading revenue may fall between 5 percent and 6 percent due to weakness in its fixed income business, Chief Executive Brian Moynihan said at a conference less than two weeks ago.",20386,4183,0.35,0.44,True,False,True,759,2022-08-24T14:22:31.6982350
" Japan Tobacco Inc has agreed to pay 600 billion yen ($5 billion) in cash for Reynolds American (NYSE:RAI) Inc's Natural American Spirit tobacco business outside the United States, the two companies said in separate statements on Tuesday.",20449,4208,0.56,0.51,True,False,True,380,2022-07-01T13:56:08.2917330
European shares partially recouped early losses but most major indexes remained near 2015 lows.,20464,4210,0.85,0.50,True,False,True,305,2022-06-24T18:55:32.5546030
"""Consumption is not done by government.",21072,4328,0.45,0.51,True,False,True,741,2022-08-24T14:16:32.4787880
"The deal, announced on Thursday, could be seen as the latest sign of U.S. exporters' unhappiness at the winding down of the U.S. ExportImport Bank, which lent money to foreign customers of U.S. exporters.",21131,4334,0.35,0.54,True,False,True,166,2022-06-17T09:37:34.4535480
"""There will be further personnel consequences in the next days and we are calling for those consequences,"" Volkswagen board member Olaf Lies told the Bavarian broadcasting network.",21254,4359,0.42,0.55,True,False,True,227,2022-07-01T13:47:46.1038850
The company's stock is down 26 percent so far this year.,21311,4377,0.37,0.56,True,False,True,473,2022-08-16T13:52:56.6128210
" U.S. stocks ended down slightly on Wednesday, led by losses in materials and energy shares as weak Chinese and U.S. factory data added to growth worries.",21318,4380,0.23,0.55,True,False,True,359,2022-07-01T13:50:50.6692830
"Around 80 percent of those sold today are the newer, more efficient designs that have been launched since 2011, and are offered in a variety of colors from rose, pewter and lemon to pistachio and aubergine.",21818,4471,0.64,0.59,True,False,True,441,2022-08-05T13:25:07.6977650
"The debt is a legacy of Schaeffler's attempt to buy Continental in 2008, a deal that unraveled during the financial crisis although the family still owns 46 percent of the company.",21999,4534,0.40,0.50,True,False,True,714,2022-08-24T09:55:56.3438280
"If each car involved is found to be in noncompliance, the penalty could be $18 billion, an EPA official confirmed during the telephone conference on Friday.",22076,4548,0.32,0.57,True,False,True,338,2022-07-01T07:50:22.6299720
"With the Fed now holding off, the sector may fall back into favor.",22090,4552,0.60,0.43,True,False,True,622,2022-08-23T08:58:51.1653400
VW did not indicate on Friday how it will address the issue.,22167,4559,0.43,0.42,True,False,True,638,2022-08-23T11:41:27.8570480
Research firm IBISWorld estimates that PetSmart and Petco collectively account for more than half of the U.S. pet stores industry's revenue.,22219,4569,0.55,0.51,True,False,True,774,2022-08-24T14:28:21.9135990
"""We thought it was better because it was shorter.",22255,4590,0.59,0.46,True,False,True,535,2022-08-25T09:42:40.7522620
"Financial markets, which have constantly forecast a far slower pace of policy tightening than the Fed's projections, were less convinced.",22359,4612,0.39,0.45,True,False,True,125,2022-06-09T10:21:59.0086060
"In the AppleSamsung patent wars, ""Apple has won every round,"" he said.",22418,4622,0.68,0.58,True,False,True,154,2022-06-16T13:51:21.6159140
Senior leaders from the American Airlines and Deltabacked Partnership for Open & Fair Skies have already met with Transportation Secretary Anthony Foxx and Commerce Secretary Penny Pritzker.,22433,4644,0.55,0.54,True,False,True,777,2022-08-24T14:30:37.4848190
"The National Retail Federation and other industry groups have said the decisions would wreak havoc on stores, pitting groups of employees against each other and forcing companies to negotiate with multiple unions that could have competing interests.",22657,4668,0.31,0.71,True,False,True,113,2022-06-21T13:28:15.9085240
"The incident has launched a social media campaign called #IStandWithAhmed, which was the No. 1 trending topic in the United States on Twitter for most of Wednesday with nearly 1 million tweets, many critical of the school district and police.",22693,4671,0.45,0.67,True,False,True,339,2022-07-01T07:50:42.5970170
"""Many people live in the west and we just built a factory there.",23189,4776,0.55,0.46,True,False,True,75,2022-06-07T14:37:32.6178850
"The case is In re: Credit Default Swaps Antitrust Litigation, U.S. District Court, Southern District of New York, No. 13md02476.",23644,4867,0.50,0.50,True,True,True,496,2022-08-18T14:08:56.9350910
"The Department of Justice, after years of criticism from lawmakers and the general public that people responsible for the 200809 financial crisis had not been held accountable, on Wednesday advised prosecutors to take a tougher stand against highlevel executives and other employees for wrongdoing under their watch.",23722,4906,0.33,0.72,True,False,True,29,2022-06-17T13:57:29.3423640
"The policy will be incorporated into the US Attorneys' Manual, which federal prosecutors look to for guidance.",23724,4906,0.54,0.40,True,False,True,766,2022-08-24T14:25:00.4548400
" Geely's Volvo Car Group expects the Chinese rollout of its new XC90 and, next year, the S90, to drive sales through a slowdown in demand in the world's biggest auto market, its top executive said.",24015,4971,0.64,0.54,True,False,True,697,2022-08-24T09:48:31.4930730
German 10year bond yields  rose 3 basis points to 0.71 percent.,24211,5021,0.54,0.56,True,False,True,363,2022-07-01T13:51:49.5845800
"Lufthansa had tried to stop the strike, the 13th in 18 months, with a temporary injunction but on Tuesday night two courts ruled in favor of the pilots' union, Vereinigung Cockpit.",24219,5028,0.27,0.45,True,False,True,16,2022-06-03T14:28:15.1030930
"Still, the tax exemption provides an incentive for Keurig, the tax experts said.",24397,5077,0.74,0.50,True,False,True,6,2022-06-03T14:25:31.2918320
AutoNation said its policy would apply to all 293 U.S. stores and cover wholesale and retail transactions.,24423,5078,0.54,0.59,True,False,True,458,2022-08-05T13:29:48.5773300
"It has been softening for the past 18 to 24 months,"" Saunders added.",24531,5094,0.50,0.50,True,False,True,36,2022-06-03T14:29:57.8987650
"It follows Tesco's costly exits from Japan and the United States, as well as a reduction of its exposure to China, under previous management and highlights the difficulty Western retailers have had away from their home markets.",24585,5125,0.39,0.62,True,False,True,276,2022-06-23T10:17:17.6353960
"A Greek bank rescue fund financed by Greece's creditors pumped 25 billion euros into the banks in exchange for shares in 2013 and already holds majority stakes in National Bank, Piraeus Bank and Alpha Bank, and a 35 percent stake in Eurobank.",24650,5137,0.56,0.65,True,False,True,297,2022-06-24T13:16:54.3545500
"Swiss asset managers were among the biggest investors in Madoff's scheme, with firms based in Geneva particularly hard hit.",24836,5161,0.35,0.60,True,False,True,418,2022-08-25T09:29:52.9519760
"After a relatively upbeat few days for world markets, concerns about China were reignited by surveys that showed its giant manufacturing sector shrinking at its fastest pace in three years and its services sector also cooling.",25499,5363,0.41,0.71,True,False,True,2,2022-06-09T10:18:27.7773090
"""The release of U.S. ADP employment on Wednesday and nonfarm payrolls on Friday will be key in analyzing the quantum of a September rate hike,"" Angus Nicholson, market analyst at trading services provider IG in Melbourne, wrote in a note to clients.",25713,5424,0.52,0.55,True,False,True,144,2022-06-16T13:44:52.5534720
"Suzuki, this isn't that much money,"" he added.",25740,5425,0.45,0.42,True,False,True,274,2022-06-23T10:16:33.5154760
That could mean a costly upheaval for retailers and brands to change packaging and invest in new systems and scanners.,25963,5479,0.40,0.61,True,False,True,590,2022-08-23T08:46:28.7785220
"After the $23 billion offer was rejected by Micron in July, Xu Jinhong, chairman of Unigroup's parent company Tsinghua Holdings, told Reuters that Tsinghua had not given up, saying he hoped the deal ""could eventually come through"".",26014,5480,0.53,0.55,True,False,True,179,2022-06-17T09:42:07.2431380
The euro rose a third of one percent above 136 yen.,26274,5528,0.57,0.50,True,False,True,398,2022-08-25T09:29:10.5517170
"Still, some Syngenta shareholders expressed disappointment over the scuttled deal and questioned Syngenta's ability to improve its financial fortunes.",26464,5553,0.35,0.47,True,False,True,207,2022-06-17T14:05:23.3415130
"A Sanford C. Bernstein survey earlier this month of nearly 100 current and former Syngenta investors found that about 92 percent were in favor of a negotiated deal, and would accept a 5 percent higher offer from Monsanto.",26799,5652,0.58,0.53,True,False,True,501,2022-08-18T14:10:42.2025470
"""However, strategists at  Societe Generale  (PARIS:SOGN) warned that their basket of European stocks with strong business ties to China, which includes carmakers and luxury goods companies, might come under more selling pressure in the nearterm.",26907,5688,0.39,0.62,True,False,True,98,2022-06-08T12:37:12.6169310
"At the end of the day, only 16 companies trading in Shanghai and Shenzhen were in positive territory.",26920,5695,0.30,0.39,True,False,True,269,2022-06-23T10:14:40.7238440
"one has any interest in a grassroots exploration project right now,"" said Yari Nieken, chief executive of Chlormet Technologies , which has bought an ecigarette company and has a license to grow medical marijuana pending.",26966,5704,0.59,0.52,True,False,True,17,2022-06-17T13:48:32.5823700
"Pioneer's goal is to eliminate the use of fresh water in fracking in 5 to 10 years, said McNair.",27193,5751,0.48,0.68,True,False,True,427,2022-08-05T13:22:30.3806110
"AnheuserBusch InBev, maker of Budweiser and Stella Artois, has made a string of craft beer company acquisitions in the last 18 months that include Blue Point Brewing, Elysian Brewing and 10 Barrel Brewing.",27509,5842,0.65,0.56,True,False,True,192,2022-06-17T14:00:23.3977230
Yum China booked four consecutive quarters of steep samerestaurant sales declines following allegations of improper meat handling at OSI Group's Shanghai Husi Food Co Ltd in July 2014.,27607,5862,0.14,0.75,True,False,True,208,2022-06-17T14:05:30.0096990
"""The interns came across as lessthanexemplary workers, the SEC said, with bank employees complaining that two were absent repeatedly and a third ""wasn't actually as hardworking"" as hoped.",27653,5874,0.39,0.48,True,False,True,145,2022-06-16T13:45:21.4625730
"Chinese stocks fell 6 percent on Tuesday, and further weakness in both that market and China's economy could play out very differently in these two funds.",27707,5879,0.21,0.61,True,False,True,22,2022-06-03T14:27:53.6556460
"The group said Lee Byungho was made head of Hyundai's main joint venture in China, while Kim Gyun was put in charge of Kia's China joint venture.",27768,5903,0.53,0.49,True,False,True,563,2022-08-22T08:48:38.1396770
"Copper futures CMCU3 fell 1.9 percent to $5,020.0 per tonne, a fresh sixyear low.",27796,5910,0.43,0.58,True,False,True,355,2022-07-01T13:49:12.2479930
"""Happy to discuss next steps at your convenience.""",28095,5984,0.64,0.56,True,False,True,301,2022-06-24T13:17:48.2896390
The combined company expects to save about $1.5 billion in annual costs by the end of 2017.,28542,6117,0.76,0.55,True,False,True,243,2022-06-22T09:02:27.2298770
Schlumberger has said it has eight onshore refracking clients in North America.,29001,6288,0.50,0.50,True,False,True,9,2022-06-03T14:26:06.8986750
"J.P. Morgan's Goldman, though, said Kraft Heinz backer 3G Capital might be reluctant to make another acquisition so soon after its $46 billion deal to combine Kraft and Heinz.",29062,6301,0.41,0.36,True,False,True,57,2022-06-07T14:25:39.8832650
The company said it expected operating costs to fall by lowsingle digit percent in the third quarter.,29184,6320,0.53,0.48,True,False,True,534,2022-08-22T08:35:59.4079380
"That means understanding what the auditor did is critical,"" said Nobuo Gohara, a lawyer hired by Ernst & Young ShinNihon to review its audit of Olympus Corp following its accounting scandal in 2011.",29326,6355,0.43,0.54,True,False,True,571,2022-08-22T08:51:10.9661630
"Experts say it's premature to forecast what action, if any, the auditor will face in this instance.",29352,6355,0.50,0.50,True,False,True,315,2022-06-24T18:56:34.6183690
"This lack of patronage becomes particularly painful as slower economic growth becomes the norm in China, and as consultants Euromonitor forecast growth in the already crowded fast food market to slow to around 4 percent by 2019, less than a third of the pace a decade earlier.",29356,6356,0.30,0.40,True,False,True,254,2022-06-23T09:53:54.0343890
He is happy with the move despite the higher cost of living there.,29413,6367,0.62,0.47,True,False,True,695,2022-08-24T09:47:46.4469540
"But the sale was more about starting the process of returning RBS to the private sector and showing investors the government is reducing its interference in the bank, rather than avoiding a loss, people familiar with the decision told Reuters.",29693,6450,0.62,0.38,True,False,True,391,2022-07-19T16:07:34.7180320
"RBS was briefly the world's biggest bank by assets, but has more than halved its assets and the size of its investment bank and sold businesses around the world.",29706,6450,0.37,0.38,True,False,True,772,2022-08-24T14:27:38.4094240
"The taxpayer could make at least 2 billion pounds on the Lloyds bailout, also at the height of the financial crisis.",29708,6450,0.47,0.60,True,False,True,395,2022-07-19T16:09:28.7040700
"But at Toyota, price competition has particularly hit its RAV4 as car makers seek to capitalize on a vogue for SUVs.",29782,6458,0.46,0.61,True,False,True,629,2022-08-23T11:37:55.2170100
"Five decades later, Lipkin, 77, is set to be sentenced on Wednesday in Manhattan federal court for falsifying records, marking the end of the criminal case stemming from the collapse of Madoff's multibilliondollar Ponzi scheme more than six years ago.",29821,6469,0.30,0.60,True,False,True,554,2022-08-22T08:42:20.7433800
"Its stock fell 2.36 percent, weighing most on the Nasdaq and the S&P 500.The company's shares slipped below their 200day daily moving average, a key technical level closely watched by traders, for the first time in nearly two years.",29883,6476,0.37,0.57,True,False,True,696,2022-08-24T09:48:04.1290930
"Crude prices have been on a roller coaster since mid2014, when global oversupply started to chip away at levels higher than $100 a barrel.",30388,6601,0.47,0.68,True,False,True,55,2022-06-07T14:24:56.0506890
"In its Financial & Risk segment, revenue was $1.55 billion.",30731,6682,0.52,0.57,True,False,True,446,2022-08-05T13:26:12.2672120
Investors have been eager to see how industrial companies use their capital as many of their markets struggle for growth.,30882,6720,0.60,0.67,True,False,True,43,2022-06-07T09:05:30.1137600
Norwegian rival  Statoil  (OL:STL) announced more spending cuts too.,30957,6746,0.40,0.43,True,False,True,267,2022-08-18T14:12:36.4630740
"New Yorkbased McGraw Hill said it expected the deal to add to diluted earnings per share in 2016, excluding amortization and special items.",31083,6769,0.54,0.54,True,False,True,682,2022-08-24T09:42:02.1512120
"Share indices in Frankfurt and Paris tumbled more than 2.5 percent, while London's FTSE 100 ended down 1.13 percent.",31222,6785,0.41,0.55,True,False,True,411,2022-07-19T16:15:43.9982150
"Last year, General Motors Co (N:GM) was ordered to pay $35 million for a decadelong delay in reporting faulty ignition switches tied to more than 120 deaths.",31334,6827,0.21,0.61,True,False,True,660,2022-08-23T11:49:50.3955390
News of Lynch's transition comes days after the bank said it would replace its chief financial officer and other top executives in a management shakeup.,31509,6849,0.43,0.62,True,False,True,329,2022-07-01T07:45:47.4192280
BIGGER THAN UNITEDHEALTHAnthem and Cigna are two of just four major insurers that administer selfinsured plans for major companies.,31587,6866,0.57,0.49,True,False,True,66,2022-06-07T14:32:34.9036000
"""Swedish said he intended to remain CEO of the combined company for two years, and afterward become chairman.",31596,6866,0.52,0.50,True,False,True,97,2022-06-08T12:36:47.6971180
"Energy Future filed for bankruptcy protection in 2014, squeezed by weak power prices and unsustainable debt.",31612,6872,0.22,0.67,True,False,True,437,2022-08-05T13:24:25.3572870
"While the rising level of deferred costs affects the 787's ultimate profitability, Solomon said, ""it's the ongoing cost that we're really paying attention to.""",31632,6873,0.44,0.53,True,False,True,412,2022-07-19T16:16:11.2111500
"Euro zone business activity also started the second half on a less secure footing than expected, hit by Greece's nearbankruptcy.",31682,6877,0.39,0.55,True,False,True,387,2022-08-25T09:26:57.1047290
"Slowing Chinese growth means less demand for commodities such as iron ore, one of Australia's chief exports.",31693,6877,0.38,0.47,True,False,True,569,2022-08-22T08:50:30.6720980
"""Nikkei's coup was followed on Friday by a bigger deal from life insurer Meiji Yasudas Life Insurance Co",31724,6884,0.53,0.62,True,False,True,718,2022-08-24T09:58:18.8122820
"""We haven't heard anything,"" he said in a phone interview.",31815,6900,0.37,0.43,True,False,True,755,2022-08-24T14:21:30.0084800
"Separating it from FCA's brands such as tiny Fiat 500s and sporty Maseratis is an ""act of purification"" to unlock value at both, Marchionne has said.",31949,6921,0.56,0.60,True,False,True,399,2022-07-19T16:10:37.0960300
United's outlook reflects the challenging revenue environment that U.S. airlines continue to face as the strong dollar lowers foreign travelers' spending power in the United States.,31956,6933,0.36,0.54,True,False,True,270,2022-06-23T10:15:00.8989770
"The world's largest construction and mining equipment maker reported secondquarter net income of $710 million, or $1.16 per share, down from $999 million, or $1.57 a share a year earlier.",31968,6936,0.38,0.52,True,False,True,265,2022-06-23T09:58:15.1236400
The Commission said in a statement its preliminary view was that each of the six studios and Sky UK had agreed contractual restrictions preventing EU consumers outside Britain and Ireland from accessing films shown by the broadcaster.,32043,6943,0.20,0.32,True,False,True,27,2022-06-03T14:28:36.0418840
Anthem said in June that it had made several offers for Cigna but a deal had been delayed due in part to differences over who would lead the company and corporate governance.,32118,6964,0.38,0.46,True,False,True,652,2022-08-23T11:46:50.7916040
"An Aberdeen affiliate had a very small equity holding in Toshiba as of endMay, Reuters data shows.",32409,7011,0.50,0.55,True,False,True,440,2022-08-05T13:24:58.0367900
"Weak demand, overcapacity and competition from the belly space of passenger planes has driven down yields and reduced the need for dedicated freighters.",32479,7018,0.37,0.56,True,False,True,70,2022-06-07T14:35:06.2154610
"Corporate headquarters in the Manhattan borough of New York"" rel=""externalimage"" />",32682,7056,0.50,0.50,True,True,True,314,2022-06-24T18:56:02.5351090
The case stemmed from a followup examination from another FINRA case in which UBS paid $12 million in fines in 2011 and agreed to fix certain data reporting problems.,33335,7190,0.42,0.57,True,False,True,128,2022-06-09T10:22:52.9372290
"""That's one significant ... legacy item that we look forward to getting behind us,"" Goldman's chief financial officer, Harvey Schwartz, said on a conference call on Thursday.",33357,7200,0.53,0.51,True,False,True,176,2022-06-17T09:41:02.5133240
"The bank paid an effective tax rate of 25 percent, down from 30 percent in the same quarter last year, as its tax bill dropped 13 percent to $2.81 billion.",33771,7308,0.42,0.51,True,False,True,723,2022-08-24T10:00:14.8513100
"Benchmark 10year U.S. Treasury notes were last up 7/32 in price to yield 2.40 percent, from a yield of 2.43 percent late on Monday.",33818,7310,0.55,0.53,True,False,True,778,2022-08-24T14:30:51.3494240
"""We believe you will conclude that the merger would substantially lessen competition in violation of the antitrust laws, and should be blocked,"" they said in the letter.",33851,7317,0.43,0.55,True,False,True,597,2022-08-23T08:49:09.2355130
"The looming debate pits Democrats, federal regulators, safety advocates and environmentalists against the crudebyrail industry, which claims that installing the brakes would slap an unnecessary $3 billion cost on railroads, oil refiners and other owners of rolling stock, and potentially jeopardize safety.",33917,7344,0.42,0.68,True,False,True,791,2022-08-25T09:18:50.3176950
"With sales of $86 billion last year, Singaporelisted Noble is one of Asia's largest firms to find itself in a reputational battle over accounts where consequences can be longlasting.",33969,7354,0.37,0.62,True,False,True,88,2022-06-07T14:46:59.0653660
"""Greece's leftist Prime Minister Alexis Tsipras faces a showdown on Tuesday with rebels in his own party, furious at his capitulation to German demands for one of the most sweeping austerity packages ever demanded of a euro zone government.",33994,7356,0.35,0.65,True,False,True,711,2022-08-24T09:53:17.8836060
" American Airlines Group Inc on Friday lowered its plans for capacity growth in the United States, seeming to heed investors' calls to slow its expansion in light of weakerthanexpected travel demand.",34358,7426,0.25,0.30,True,False,True,247,2022-08-16T13:51:17.7281670
"Their star expert witness, Raquel Gur, director of the Schizophrenia Research Center at the University of Pennsylvania, spent a grueling four days on the stand defending her diagnosis that Holmes was legally insane.",34412,7437,0.44,0.71,True,False,True,250,2022-06-23T09:52:02.5690070
" U.S. stocks closed higher on Thursday after Wall Street found relief in Beijing's efforts to halt a rout in Chinese stocks, which lifted markets around the world.",34665,7480,0.61,0.43,True,False,True,568,2022-08-22T08:50:11.7824550
The combined company is expected to have annual revenue of more than $10 billion  double Coty's turnover  and will be led by Coty CEO Bart Becht.,34783,7511,0.60,0.57,True,False,True,99,2022-06-08T12:37:37.0219050
"Threemonth aluminum prices have slumped almost a quarter since September, weighed down by the global surplus, and have hovered close to or below the cost of production for a big portion of global capacity.",34859,7533,0.37,0.60,True,False,True,373,2022-07-01T13:54:26.0809590
Euro zone leaders held an emergency meeting in Brussels on Tuesday and plan another on Sunday to approve a plan to aid Greece if creditor institutions are satisfied in the meantime with a Greek loan application and reform commitments.,35164,7597,0.42,0.61,True,False,True,486,2022-08-16T13:58:14.2312380
"ING's existing Turkish bank has about $16 billion of assets, slightly larger than HSBC's, which has $15 billion in assets and about 300 branches.",35623,7754,0.51,0.53,True,False,True,593,2022-08-23T08:47:31.5462480
The size of the settlement was slightly more than the $17.6 billion that investors had initially feared BP would be fined for gross negligence under the Clean Water Act alone.,35638,7756,0.40,0.58,True,False,True,680,2022-08-25T09:46:45.1507230
"The final transaction is still large enough to secure production of one of Airbus's most profitable planes, but one which is heading towards a revamp after 20 years in the market.",36128,7869,0.56,0.60,True,False,True,744,2022-08-24T14:17:23.2428790
"Diess summarized his views on Wolfsburg in a scathing internal report, telling superiors the plant's workforce of 50,000 is bloated with staff whose services are no longer needed but who haven't been fired, a BMW source said.",36163,7873,0.33,0.62,True,False,True,257,2022-06-23T09:55:04.2624690
"The U.S. Treasuries market rallied on Monday, with yields falling to oneweek lows, as a breakdown in talks between Greece and its creditors stoked bets Athens would default on its debt.",36320,7917,0.56,0.68,True,False,True,659,2022-08-23T11:49:16.2809570
"Martin Schilling, a director at accounting firm PricewaterhouseCoopers, estimates that between 350 billion and 400 billion francs have left Swiss banks since the financial crisis, with the majority going to other European countries.",36597,7988,0.36,0.63,True,False,True,119,2022-06-09T10:18:56.0239080
"Chrysler 300C, as well as  Renault  SA (PA:RENA) and Ford vehicles, the Ministry of Land, Infrastructure and Transport said in a statement.",36930,8085,0.50,0.50,True,True,True,229,2022-06-17T14:09:55.9131900
"""It's almost like the customers sense that this country is withdrawing from international finance,"" he added.",37057,8113,0.39,0.44,True,False,True,470,2022-08-25T09:31:21.2488370
"Less wellestablished midstream companies may have to close, it said, forcing a consolidation in the market.",37104,8115,0.38,0.58,True,False,True,238,2022-06-21T13:31:21.9565030
It was unclear how much money WalMart would receive as a result of the changes.,37192,8132,0.48,0.54,True,False,True,198,2022-06-17T14:02:09.7194370
"It is not part of the previously announced plans for the same plant to build the Bolt, a smaller electric vehicle, a GM spokesman said.",37357,8203,0.50,0.50,True,False,True,223,2022-07-01T13:36:00.0564280
"The broader PHLX housing index (HGX), including builders, building products and mortgage companies, is up 7.8 percent for 2015 but down 2.7 percent from its 2015 high hit in early April.",37524,8229,0.58,0.50,True,False,True,352,2022-07-01T13:42:36.3004710
"    The company's story, recounted to Reuters by six current and former executives and employees, is not an isolated one.",37787,8311,0.50,0.47,True,False,True,500,2022-08-18T14:10:14.4992320
"""He was eternally optimistic that a deal could be done when he started one,"" Jack Welch, former Chairman and Chief Executive of  General Electric  Co, (N:GE) told Reuters.",37857,8314,0.67,0.64,True,False,True,56,2022-06-07T14:25:16.2698120
"Marcato Capital Management has been calling on NCR since last year to explore strategic alternatives, and now holds a seat on its board of directors.",38111,8377,0.56,0.50,True,False,True,765,2022-08-24T14:24:47.1868420
Honda Motor Co Ltd on Monday said it will recall 1.39 million Accord and Civic model sedans with potentially faulty front passengerside air bags made by Japan's Takata Corp.,38195,8400,0.31,0.55,True,False,True,76,2022-06-07T14:37:48.2542330
Reuters had reported in March that Asiafocused banks  Standard Chartered  (LONDON:STAN) and HSBC could be tempted to abandon their London headquarters to avoid a jump in the UK bank tax set to cost them a combined $2 billion a year.,38222,8406,0.54,0.54,True,False,True,747,2022-08-24T14:18:27.4345800
"China aims to create a modern Silk Road Economic Belt with railways, highways, oil and gas pipelines, power grids, Internet networks, maritime and other infrastructure links across Central, West and South Asia to as far as Greece.",38469,8447,0.64,0.60,True,False,True,298,2022-06-24T13:16:58.0706110
"Orders are seen lower this year after a series of record or nearrecord annual performances, partly because planemakers are sold out six or more years ahead, but demand for widebody longdistance jets remains strong, Wojick said.",38531,8457,0.48,0.65,True,False,True,93,2022-06-08T12:34:41.6076750
"""Of course fixed income takes up a lot of capital but actually it generates more than 20 percent of the group's revenues.",38563,8460,0.55,0.52,True,False,True,669,2022-08-23T11:54:09.4285610
The move came as the European Union told Greek Prime Minister Alexis Tsipras to stop gambling with his country's future and take crucial decisions needed to avert default.,38724,8501,0.39,0.62,True,False,True,138,2022-06-16T13:42:41.8078760
"About 6.5 billion shares changed hands on U.S. exchanges, above the 6.0 billion daily average for June so far, according to BATS Global Markets.(",38953,8551,0.61,0.50,True,False,True,94,2022-06-08T12:35:09.6035940
He declined to discuss the FIFA scandal or the potential impact if Qatar is stripped of its right to host the World Cup in 2022.,39245,8642,0.23,0.67,True,False,True,426,2022-08-05T13:22:16.0554830
"For the quarter ended May 2, net loss attributable to shareholders was $303 million, or $2.85 per share, following a loss of $402 million, or $3.79 per share, a year earlier.",39373,8674,0.40,0.55,True,False,True,407,2022-07-19T16:14:20.7162250
"SOVIET COLLAPSECuba's communist government first opened to international firms in the 1990s amid economic crisis caused by the collapse of the Soviet Union, its main ally and benefactor.",39429,8675,0.52,0.55,True,False,True,281,2022-06-23T10:19:51.6425470
"Another 500,000 of those parts appear to be safe, according to U.S. safety regulators, leaving the safety of more than 3 million replacement parts in question.",39772,8738,0.44,0.53,True,False,True,753,2022-08-24T14:20:43.3142770
" U.S. agrochemicals firm Monsanto Co and its advisers are working flat out to accommodate Syngenta's qualms about regulatory hurdles to a deal whose perils may well outweigh the rewards.",39868,8749,0.50,0.50,True,False,True,25,2022-06-03T14:28:21.5123060
"Syngenta's integrated business model of folding seeds into its pesticides business has missed expectations in core markets such as Western Europe and the United States, analysts say.",39883,8749,0.38,0.49,True,False,True,185,2022-06-24T13:13:25.3029100
"""Decisions about modular platforms must be taken in Wolfsburg,"" Osterloh said, adding that the group's headquarters in Wolfsburg should receive the power to oversee whether the brands are complying with the platforms' specifications.",39965,8806,0.49,0.55,True,False,True,531,2022-08-22T08:35:22.4946410
"The biggest long volatilityfocused ETF, the iPath S&P 500 VIX ShortTerm Futures ETN, for example, has attracted $766 million in new investments this year  while it is down about 40 percent.",39994,8816,0.46,0.58,True,False,True,406,2022-07-19T16:13:50.1720070
"Even with his big bet on healthcare, he's planning on adding more.",40299,8866,0.60,0.60,True,False,True,527,2022-08-22T08:34:12.5003000
"The Nasdaq Biotechnology index is up 52 percent over the last year, while the S&P Pharmaceuticals index is up 33 percent over the same time.",40317,8866,0.58,0.52,True,False,True,605,2022-08-23T08:52:31.5533070
"In a 60page submission to the U.S. government Sunday made publicly available Monday, Etihad said U.S. Open Skies policy did not prohibit airlines from receiving shareholders loans.",40413,8872,0.58,0.41,True,False,True,606,2022-08-23T08:52:46.1816960
"Etihad said Open Skies policy does not define subsidy, but its main concern is to stop subsidies from lowering airfare artificially.",40416,8872,0.38,0.49,True,False,True,304,2022-06-24T13:18:47.2637660
"It's also Friday and Greece worries are still in the marketplace,"" said Peter Cardillo, chief market economist at Rockwell Global Capital in New York.",40580,8931,0.42,0.60,True,False,True,251,2022-06-23T09:52:26.7724450
[KOHLB.UL] took the company private in 2007 for $7.2 billion.,40783,8999,0.55,0.52,True,False,True,756,2022-08-24T14:21:43.1218430
" The head of Airbus Group (PA:AIR) sought on Wednesday to reassure investors over the impact of a recent crash of the A400M military transporter, saying its subsequent partial grounding should not disrupt 2015 financial forecasts.",40921,9044,0.63,0.42,True,False,True,549,2022-08-22T08:40:39.7524870
"They included Brevan Howard, which moved its main office to Geneva as tax rate hikes and tighter EU regulations loomed.",41107,9100,0.41,0.57,True,False,True,370,2022-07-01T13:53:51.8170730
Hedge fund industry sources said the plan suggested some traders were missing the city's buzzing night life.,41109,9100,0.23,0.27,True,False,True,194,2022-06-17T14:00:34.0605660
News of WalMart's move was first reported by The Wall Street Journal.,41436,9181,0.50,0.51,True,False,True,303,2022-06-24T13:18:43.5364100
"Chief Executive Lloyd Blankfein has been saying for years that Goldman, founded in 1869, is more of a cuttingedge technology company than a grayhaired investment bank.",41590,9228,0.67,0.57,True,False,True,111,2022-06-08T12:45:19.8834670
"One hurdle is the fees that major stores charge food makers to gain shelf space, which can run into the hundreds of thousands of dollars.",41690,9229,0.33,0.42,True,False,True,510,2022-08-18T14:14:46.5784460
"Investor support for such new director nomination rules, referred to as ""proxy access,"" is growing.",41702,9230,0.66,0.50,True,False,True,499,2022-08-18T14:09:50.6975020
"Transocean, which owned the Deepwater Horizon rig, had settled its Clean Water Act liability for $1 billion.",41754,9232,0.59,0.42,True,False,True,483,2022-08-16T13:56:45.6670840
"The fines announced on Wednesday follow agreements in November with many of the same banks over currency trading and bring total penalties to nearly $9 billion, the Justice Department said.",41879,9247,0.35,0.57,True,False,True,733,2022-08-24T14:12:44.0345740
